epoch,train_loss,val_auroc,val_f1
1,1.1050852976347272,0.519159448214712,0.4462915601023018
2,0.7724503466957494,0.6697675459536881,0.5758313057583131
3,0.43707497339499624,0.6855603962759609,0.6104218362282878
4,0.2990201139136365,0.6895973297411587,0.588034188034188
5,0.23944627768114993,0.6963017511850765,0.5454545454545454
6,0.21599360202488146,0.7066018995327901,0.5905096660808435
7,0.17767336846966492,0.713254100876445,0.571945701357466
8,0.15706674754619598,0.7187382771203492,0.581056466302368
9,0.15223889405790128,0.7222785867748865,0.59245960502693
10,0.13668107280605718,0.7243908365446919,0.6087719298245614
11,0.12945002631137245,0.7293549432186338,0.599640933572711
12,0.11631052823443162,0.7288796337346111,0.6030330062444246
13,0.11585674611361403,0.7325861951369232,0.6064981949458483
14,0.10822876523199834,0.7343574156805238,0.6149732620320856
15,0.10105429079971816,0.7362096306653481,0.6159355416293644
16,0.0941807639441992,0.7353378747058624,0.6099547511312218
17,0.08589019645985804,0.7353059032159056,0.6054545454545455
18,0.07914542700899274,0.7364270367970536,0.605672461116194
19,0.08138826734533436,0.739773386079187,0.6060606060606061
20,0.07543548480852653,0.7385563380281691,0.6060606060606061
21,0.07510376427518695,0.738170548716025,0.6116152450090744
22,0.07943818718194962,0.7405577532994577,0.5914691943127962
23,0.07386283252976443,0.7426188486853323,0.6072423398328691
24,0.0784638412296772,0.7426742659345906,0.6077348066298343
25,0.06141378691321925,0.7416256010640112,0.5996275605214153
26,0.061689124491653945,0.7421051734133615,0.5962264150943396
27,0.0679793130410345,0.7424717798315317,0.5887939221272555
28,0.0656259155979282,0.7415723152474166,0.6082949308755761
29,0.05783914696229132,0.7418451386283804,0.6014897579143389
30,0.06949775283666033,0.7423716024963338,0.5984990619136961
31,0.06207286488068731,0.741442297854926,0.5979381443298969
32,0.06378677232485068,0.7413591719810387,0.5979381443298969
33,0.06572245335892628,0.7412526003478498,0.6013071895424836
34,0.05628447067972861,0.74016983255465,0.6121323529411765
