epoch,train_loss,val_auroc,val_f1
1,0.892624844061701,0.7719196535143061,0.6518151815181518
2,0.6477676198670739,0.802697541179279,0.667779632721202
3,0.4994124525733161,0.8024225863656516,0.6468590831918506
4,0.41346069359988497,0.798892933874433,0.603290676416819
5,0.3572635450645497,0.834170275892644,0.6025641025641025
6,0.33193751790544446,0.8270598165262764,0.6233766233766234
7,0.288700378777688,0.8340594413941275,0.6405959031657356
8,0.27511188283301236,0.8439961804726666,0.6473880597014925
9,0.247392276334658,0.8400338471507008,0.6619343389529725
10,0.23863371879908077,0.8496082426763975,0.6281352235550709
11,0.2357780274591948,0.8491990076049518,0.6498993963782697
12,0.21965098171903377,0.8467308085802954,0.6376811594202898
13,0.20943051066837812,0.8424743375507282,0.6504504504504505
14,0.2080478198957025,0.8415727415339496,0.653393665158371
15,0.19540632385433765,0.847545015857859,0.6595365418894831
16,0.1943425439428865,0.8372480646591414,0.6413255360623782
17,0.18397290200779312,0.8459485727926884,0.651685393258427
18,0.177213163458203,0.847785867748866,0.6519654841802492
19,0.17517607417284398,0.842580909183917,0.6438746438746439
20,0.17286405290820098,0.8469482147120008,0.6506717850287908
