epoch,train_loss,val_auroc,val_f1
1,0.9742439404914254,0.8079941513487705,0.6515978176149649
2,0.7637680755895481,0.8724998294853868,0.6509539842873177
3,0.3858292240061258,0.8813708522320363,0.7015503875968992
4,0.20093041238489381,0.8116793984244449,0.5698689956331878
5,0.12616515112223856,0.7870506939944754,0.5
6,0.09109156008548382,0.7635090202230331,0.4307692307692308
7,0.07042329176737551,0.7564369266446135,0.5175936435868331
8,0.08317546889578041,0.8265290897929953,0.5475638051044084
9,0.05894018907769861,0.7878222726187635,0.4592220828105395
10,0.03817461202280563,0.7937711011833716,0.46875
11,0.035102730443325354,0.782397776489445,0.3983849259757739
12,0.02604637671519365,0.7584916277324968,0.39741935483870966
13,0.03264329094631728,0.7824851652286601,0.4763092269326683
