epoch,train_loss,val_auroc,val_f1
1,0.9772090158964458,0.630185775670975,0.518888096935139
2,0.9278794589795565,0.7865540701838148,0.6407624633431085
3,0.7689192138220134,0.7218203287521741,0.5265188042430087
4,0.5117029030072061,0.7063088275415202,0.47724974721941354
5,0.2929357494178571,0.7344170957951097,0.443701226309922
6,0.19576674817424072,0.7586024622310131,0.4542294322132097
7,0.15041074980246394,0.710532261364799,0.31337579617834393
8,0.11503665972697108,0.7545420830065137,0.441588785046729
9,0.09006310617061038,0.751960918050677,0.49361702127659574
10,0.05941752118891791,0.7602500596801147,0.41247002398081534
11,0.07126644160598516,0.7639182552944788,0.4426605504587156
12,0.0532173192324607,0.7598003273880571,0.4146919431279621
