epoch,train_loss,val_auroc,val_f1
1,1.1736076566534983,0.6698112403232956,0.556673373574782
2,0.594800192495467,0.8398889097295639,0.6513213981244672
3,0.4114077152080939,0.8166648194250248,0.6566666666666666
4,0.3305998750975434,0.8225028134911162,0.6818181818181818
5,0.28883300071031276,0.8255699450942945,0.6772486772486772
6,0.24974585555388895,0.8176495413156908,0.677231025854879
7,0.22737272503510328,0.8205077925178188,0.6772046589018302
8,0.2078910504638309,0.8219550352965249,0.6888320545609549
9,0.20014288003595782,0.8196061965010402,0.6868512110726643
10,0.1943257244330057,0.8169440371039797,0.684654300168634
11,0.17510642037844995,0.8190456297104661,0.6809651474530831
12,0.15996701983918607,0.8233127579033525,0.6954270923209663
