epoch,train_loss,val_auroc,val_f1
1,0.9427087938084322,0.719725130443679,0.5639810426540285
2,0.7944896203630111,0.8357091702758925,0.6235662148070907
3,0.3829197456293246,0.8289418715683934,0.4572192513368984
4,0.21112963173757582,0.7933917061692187,0.5415730337078651
5,0.12206163449103341,0.8108843740408553,0.5711206896551724
6,0.09876616548418123,0.7951373495208539,0.6150907354345749
7,0.08768518508740646,0.7563516693380623,0.46846846846846846
8,0.06582540070966762,0.7751434454182724,0.5454545454545454
9,0.05180826876312494,0.7777949476520138,0.551063829787234
10,0.0437641657258877,0.7566884356989394,0.5375
11,0.03378842934205964,0.7393737424547284,0.5280172413793104
12,0.03474511962849647,0.7784780718207551,0.5368983957219251
