epoch,train_loss,val_auroc,val_f1
1,1.1404997110366821,0.6663519251099819,0.5245522819179665
2,0.72640904545784,0.8258491627732496,0.6876923076923077
3,0.49455914914608,0.8362676056338029,0.6757575757575758
4,0.36675103545188903,0.8374995737134673,0.6681715575620768
5,0.310854811668396,0.8293233980152099,0.6456692913385826
6,0.2815374544262886,0.829620732871807,0.6463326071169209
7,0.25092733204364776,0.8258321113119393,0.6417803302225413
8,0.22816326439380646,0.81595718378065,0.6394557823129252
9,0.20895279735326766,0.8223237731473588,0.6388059701492538
10,0.2037247447669506,0.8157120690243155,0.6423017107309487
11,0.19676207184791564,0.8216928690788801,0.6474086661002549
12,0.15837746158242225,0.8165987450124477,0.6381865736704446
13,0.15902911633253097,0.8137426252429834,0.6297948260481713
14,0.15137867480516434,0.8102364185110664,0.6357504215851602
