epoch,train_loss,val_auroc,val_f1
1,0.817640139533597,0.8852351396514682,0.7096774193548387
2,0.6325167694346235,0.882948112403233,0.7168059424326834
3,0.5697901960418158,0.8448466221055145,0.6793703396851698
4,0.5256270338070722,0.8605872523275245,0.6629086809470124
5,0.5085468865901586,0.8672692937284727,0.7147335423197492
6,0.4938580381422646,0.8629275653923542,0.7277829747427502
7,0.48483952355714655,0.837008278484466,0.7025089605734767
8,0.4735179866844486,0.8612948879718992,0.7099391480730223
9,0.4592554096294486,0.8432246018483784,0.6773162939297125
10,0.4593170088506028,0.8457801896122498,0.6746203904555315
11,0.4539598975139173,0.84879190396617,0.6949152542372882
