epoch,train_loss,val_auroc,val_f1
1,0.9915138334035873,0.6069339767418068,0.5148514851485149
2,0.5465296506881714,0.7607488149234389,0.6370716510903427
3,0.2400569338351488,0.7494522218054087,0.6314935064935064
4,0.15231294433275858,0.7348156737032364,0.6204081632653061
5,0.11676720917845766,0.7255631245097705,0.5827586206896552
6,0.08514361471558611,0.7191347235958121,0.5686619718309859
7,0.07135657702262203,0.7113784401323193,0.5509300265721878
8,0.06633239123038948,0.711372045834328,0.5576077396657871
9,0.057277313278367124,0.7066509224840569,0.5362318840579711
10,0.04664939370316764,0.7062182416533097,0.5439856373429084
11,0.04006229201331735,0.7037031511100501,0.5212569316081331
12,0.04353321382465462,0.7041123861814957,0.5461056401074306
