epoch,train_loss,val_auroc,val_f1
1,0.9960875592448495,0.5849759574395526,0.4610526315789474
2,0.6919228091384425,0.7690997681001261,0.6079854809437386
3,0.49666613520997943,0.7868546021894077,0.6304347826086957
4,0.38341563443342846,0.7845718378065001,0.6330027051397655
5,0.3225380333535599,0.7872659686935171,0.6169429097605893
6,0.27615231343291025,0.7815430719912697,0.6367634124890061
7,0.24306187891598904,0.7929398424444974,0.6203110704483074
8,0.21415231320442576,0.7778237219929747,0.56640625
9,0.2028396042684714,0.7752340313064829,0.5912882298424467
10,0.18258718796300166,0.7736780854619241,0.5816135084427767
11,0.16272279755635696,0.7751700883265696,0.6064981949458483
12,0.1504072638397867,0.7761633359478908,0.5917602996254682
13,0.13736748785683603,0.7707985199331583,0.5905292479108635
14,0.1287139066015229,0.7713335095317669,0.5754985754985755
15,0.124682419848713,0.7747693789857791,0.5763358778625954
16,0.11908816263982744,0.7736674282986051,0.5882352941176471
17,0.111039108907183,0.7689207277563689,0.5765595463137996
