epoch,train_loss,val_auroc,val_f1
1,0.9336918050592596,0.8255635507963032,0.6537867078825348
2,0.6684994085032949,0.8746568393411315,0.6906122448979591
3,0.5750093314016289,0.8790433277631894,0.7286527514231499
4,0.5420155836188275,0.8715342904886949,0.7257142857142858
5,0.5191766580809718,0.858042321726972,0.7168674698795181
6,0.49916299276436743,0.8697588070797668,0.7031578947368421
7,0.4839885322001612,0.8480501653991747,0.7001972386587771
8,0.4748197500649177,0.8548600927599496,0.7030927835051546
9,0.4693528036826213,0.8538263479180166,0.705050505050505
10,0.46202675244318164,0.8495165910718548,0.661504424778761
11,0.4673021866281042,0.8671669849606113,0.7276381909547739
12,0.4507016340498868,0.8604508406370427,0.6912539515279241
13,0.44839284807561414,0.8461531903284113,0.7181903864278982
