epoch,train_loss,val_auroc,val_f1
1,0.6532330612341563,0.5132244739624185,0.25133689839572193
2,0.6100259787506528,0.5808644238311224,0.2745664739884393
3,0.462473804752032,0.5747301606247655,0.3774069319640565
4,0.2415119947658645,0.58314718821403,0.37575757575757573
5,0.10767607887585957,0.6173971796882992,0.36449704142011835
6,0.04895104229864147,0.6075435664836477,0.15666666666666668
7,0.03385692084622052,0.6024089451966033,0.18151815181518152
8,0.021664173756208684,0.617806414759745,0.32439678284182305
9,0.017173805222329166,0.6051734133615251,0.19656786271450857
10,0.013596394202775426,0.5985659721038092,0.14408233276157806
11,0.019813504212328956,0.5867322579545067,0.23423423423423423
12,0.014658263742199374,0.5766740272141323,0.09242144177449169
13,0.0058742947229701616,0.5736772328888585,0.1388888888888889
14,0.005159509303565655,0.5870221327967807,0.19256756756756757
15,0.01106750523386937,0.5904601336834566,0.13756613756613756
16,0.007643336171491278,0.563523087678614,0.11254019292604502
17,0.024401472887903865,0.5813780991030932,0.07168458781362007
18,0.00478003118122514,0.5645781468471848,0.13479623824451412
