epoch,train_loss,val_auroc,val_f1
1,0.9702265199386713,0.8166861337516625,0.6337115072933549
2,0.854774846272035,0.8102726528663506,0.6660412757973734
3,0.45368659225377167,0.832441684002319,0.6258064516129033
4,0.21284075420011173,0.8085376666780343,0.5748031496062992
5,0.1093439305144729,0.8219422467005422,0.5692503176620076
6,0.0878616727916806,0.8245639088769907,0.5818639798488665
7,0.05211703791141962,0.8117646557309961,0.5676392572944297
8,0.06614226044974092,0.8083692834975957,0.5555555555555556
9,0.031743332874170985,0.760593220338983,0.5175202156334232
10,0.05304956415343578,0.8280871670702179,0.6172839506172839
11,0.05320136255062552,0.8014357330423217,0.5372750642673522
12,0.028955849570179867,0.8038911434709954,0.5570291777188329
13,0.033860012645494535,0.8277759779013061,0.5577464788732395
